"Evaporation","Sunshine","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","RainTomorrow","Month"
6.6,10.1,39,30,48,25,1022.4,1019.3,"0","April"
5.6,4.7,9,20,80,54,1026,1024.7,"0","April"
2,7.6,11,13,79,53,1027,1023.2,"0","April"
2,10.4,7,11,74,48,1023.4,1019.4,"0","April"
2,2,7,17,72,57,1017.9,1014.3,"1","April"
2.8,6,7,11,94,66,1017.5,1015.6,"0","April"
2.6,5.6,6,13,94,58,1016.3,1011.8,"0","April"
2.4,6.3,28,22,80,52,1007.8,1003.9,"1","April"
4.2,6.1,26,33,62,72,1008,1007.4,"1","April"
3.4,0.5,13,24,92,79,1012.8,1013.2,"1","April"
1.6,0.5,35,26,92,69,1016.7,1017.2,"1","April"
0.2,5.6,24,13,78,63,1022.6,1020.6,"0","April"
1,6.8,15,13,80,54,1023.6,1022,"0","April"
2.4,9.3,17,35,71,43,1021.5,1017.8,"0","April"
4.6,7.7,9,24,53,44,1025.5,1024.2,"1","April"
2.6,5,13,28,77,47,1024.8,1021.2,"0","April"
2.8,3.5,39,37,55,42,1021,1017.2,"1","May"
5,1.5,20,28,91,55,1024.2,1023.9,"1","May"
0.6,0.2,28,20,75,84,1020.6,1019.1,"1","May"
1.4,5.5,22,19,68,51,1021,1019.7,"0","May"
2.4,2.1,15,13,74,83,1021.3,1019,"0","May"
1,3,22,13,79,43,1018.4,1016.6,"1","May"
1.8,1,31,39,63,57,1017.5,1013.2,"0","May"
4,10,46,35,55,42,1014.6,1012.1,"0","May"
7.4,5.2,39,37,43,41,1014.8,1013.9,"0","May"
4.4,9.8,11,6,75,31,1022.6,1018.2,"0","May"
3.2,6,17,24,67,51,1018.3,1017.3,"0","May"
2.2,8.7,24,35,66,45,1020.1,1017.2,"0","May"
3,3.5,28,22,82,80,1017.5,1019,"1","May"
2.4,3.6,11,24,88,65,1026.5,1026.4,"1","May"
0.4,5.1,19,26,85,60,1027.9,1026.1,"0","May"
0.2,2.3,11,7,85,46,1026.8,1023.8,"0","May"
2,9.3,19,11,73,36,1024.6,1021,"0","May"
3.6,2.7,37,31,60,49,1022.5,1019.6,"0","May"
2.6,0.3,11,11,91,58,1024.1,1024.1,"0","May"
0.8,6.8,11,9,74,42,1027.6,1024.8,"1","May"
1.2,9,30,28,68,43,1023.7,1020.3,"0","May"
3.6,2.5,35,31,58,43,1020.1,1016.1,"0","May"
4,8.5,31,52,54,28,1015.7,1010.3,"0","May"
6,2.4,9,15,53,65,1016.1,1014.5,"1","May"
1.4,0,20,52,86,87,1007.4,1004.9,"1","May"
2.4,3.2,19,20,83,87,1013.7,1014.4,"0","May"
1.8,1.7,19,20,73,58,1024.6,1024.7,"1","May"
1.6,0.1,19,15,76,67,1029.9,1029.4,"0","May"
1.4,0,9,9,68,64,1033.6,1033.2,"0","May"
0.8,0,9,11,85,80,1036.2,1033.9,"0","May"
0.6,9.6,13,22,87,50,1032.6,1029.5,"0","May"
2.2,6.6,11,11,87,48,1030.1,1026.8,"0","June"
2,5.8,13,9,86,54,1024.5,1021,"0","June"
0.6,1.8,11,9,86,65,1018.2,1014.3,"1","June"
0,0,15,22,92,89,1007.4,1006.8,"1","June"
0,0.5,44,35,57,65,1014.1,1017.2,"0","June"
0.8,4.4,9,22,71,59,1024.6,1024.1,"0","June"
1.2,0.3,11,15,84,62,1026.4,1025.7,"0","June"
1.2,0.7,20,20,66,82,1028.1,1027,"0","June"
0.8,0.6,17,15,96,95,1028.1,1026.7,"1","June"
0.2,1.6,7,17,88,79,1028,1026.1,"0","June"
1,9,13,7,99,71,1026.8,1023.3,"1","June"
1.6,7.7,24,19,86,48,1023.2,1019.4,"0","June"
1.4,2.6,24,24,72,53,1020.4,1017.7,"0","June"
1.6,0.3,37,35,61,65,1013.2,1009.4,"0","June"
1.6,6.6,19,19,68,45,1012,1010.6,"1","June"
3.2,4.4,35,19,67,57,1014.5,1012.1,"1","June"
2,3.2,17,30,75,82,1018.1,1019.3,"1","June"
0.6,2.2,13,11,83,59,1023,1020.7,"0","June"
2,6.9,19,15,69,45,1024.7,1023.4,"0","June"
2,3.2,30,46,56,56,1018.3,1010.4,"1","June"
2.8,0,24,28,89,86,1008,1002.3,"1","June"
0.4,1,15,13,84,86,1004.8,1010.4,"1","June"
1.4,5.6,22,19,74,57,1022,1021.7,"0","June"
1.4,7.3,20,26,67,55,1027.5,1026.8,"1","June"
2.2,3,15,28,75,89,1028.3,1028.1,"1","June"
1.6,6.3,19,24,47,44,1032.9,1031.1,"0","June"
2.8,5.4,7,11,74,59,1031.1,1026.8,"0","June"
0.8,4.5,28,30,67,63,1021.5,1015.6,"0","June"
2.2,4.1,43,33,66,67,1007.4,1004.1,"0","June"
1.8,6.6,26,22,75,53,1008.4,1008.4,"1","June"
1.6,0,26,13,76,92,1012.7,1012,"1","July"
2,0.9,28,22,87,63,1020.8,1022,"1","July"
0.4,3.2,11,15,90,67,1024.5,1023.7,"1","July"
0.8,3.2,11,20,81,73,1030.2,1030.6,"0","July"
1.4,8.4,0,17,93,62,1036.1,1034.8,"0","July"
0.4,0.3,7,0,88,54,1036.3,1033.4,"0","July"
0.6,8.5,24,13,82,39,1033,1030.1,"0","July"
1.8,3.6,17,30,72,39,1029.8,1026.3,"0","July"
2.2,1.4,35,28,72,48,1025.3,1021.9,"0","July"
1.8,0,7,19,74,69,1017.5,1010.8,"1","July"
0.4,4,30,30,73,66,1013.3,1013.7,"1","July"
2.8,0.1,35,13,78,72,1011.8,1007.6,"1","July"
0.4,1.5,9,7,86,66,1009,1007.1,"0","July"
0.6,5.5,15,22,66,56,1008.1,1006.3,"1","July"
2.2,7.9,26,39,61,53,1017.3,1015.9,"1","July"
2.2,5.1,24,28,81,59,1024.8,1022.8,"0","July"
2.2,7.6,28,33,65,43,1021.5,1017.8,"1","July"
3.4,5.6,19,22,73,32,1018.2,1016.7,"0","July"
2.4,4.6,22,19,72,44,1022.8,1021.5,"0","July"
2.6,2.1,19,13,76,69,1027.3,1027.4,"0","July"
0.8,6,11,11,83,55,1033.1,1031.8,"0","July"
0.4,3.8,7,9,86,58,1033.3,1030.9,"0","July"
1.6,6.1,9,9,91,56,1031.4,1027.7,"0","July"
2,3.1,17,20,76,48,1027.2,1023.6,"0","July"
2,0.7,31,26,68,53,1017.6,1013.2,"1","July"
2.2,7,39,43,77,67,1007.8,1006.5,"1","July"
2,2.5,19,24,91,75,1011.4,1012.7,"1","July"
1,3.4,13,28,82,64,1020.1,1019.2,"0","July"
1.8,4.2,19,15,86,65,1027.4,1026.7,"1","July"
1.6,4.3,11,24,74,60,1031.1,1030,"0","July"
0.6,6.1,9,20,77,55,1030.5,1027.7,"0","July"
1.4,7.8,0,9,90,59,1026.9,1023.7,"0","August"
1.2,2.5,19,30,81,58,1021.7,1017.6,"0","August"
1.8,9.1,31,6,60,46,1015.6,1013.1,"0","August"
2.6,7.3,13,13,76,36,1015.6,1013.4,"0","August"
3.2,6,20,35,72,44,1008.6,1005.7,"1","August"
3.8,6.4,26,26,66,51,1018.4,1019.8,"0","August"
2.6,9.9,22,37,67,41,1022.9,1019.4,"0","August"
5.4,0.1,56,37,52,80,1014.5,1012.8,"1","August"
0.8,5.3,30,30,68,63,1018.1,1018.9,"1","August"
2,2.7,26,28,89,71,1027.1,1027.8,"0","August"
1.4,2.6,13,28,87,75,1030.4,1029.4,"0","August"
1.2,3,9,20,85,63,1030.5,1028,"1","August"
2.6,7.6,7,31,91,51,1026.3,1021.8,"0","August"
2,0.1,31,20,51,53,1016.6,1013.8,"1","August"
2.2,5,15,30,77,53,1015.3,1012,"1","August"
2,7.5,19,37,70,47,1011.6,1006.4,"1","August"
3,1.3,30,9,67,79,998.2,998.9,"1","August"
2,1.2,26,33,84,60,1013.3,1016.1,"1","August"
0,0.3,15,9,60,51,1023.3,1021.4,"1","August"
2.4,5.7,33,35,71,58,1022.1,1019,"0","August"
2.8,7.7,35,43,52,42,1015.4,1010.5,"0","August"
4.8,3.6,30,37,58,30,1006.3,1000.4,"0","August"
5.8,7.9,31,43,55,51,1000.5,998.7,"1","August"
4.2,6.7,35,46,58,46,1007.1,1006.9,"0","August"
3.6,7.8,19,30,58,51,1017.4,1015.3,"1","August"
3.2,4.4,20,31,59,55,1020,1020.3,"0","August"
3,8.9,15,35,59,46,1023.5,1020.2,"0","August"
5,7.9,52,48,54,36,1021,1015.7,"0","August"
5.8,8.2,44,28,49,31,1006.2,1002.9,"1","August"
5,8.8,31,39,56,70,1010.5,1012.5,"1","August"
3.8,8,17,24,83,45,1019,1020.6,"0","August"
3,6,9,9,62,41,1026.6,1024.5,"0","September"
1.6,10.8,26,30,61,38,1023.6,1019.2,"0","September"
5.2,8.5,30,22,52,37,1021.6,1018.2,"0","September"
7,9.4,35,48,35,21,1018,1013.9,"0","September"
11.6,6.5,43,31,26,35,1000.5,996.6,"0","September"
5.6,8.1,17,35,60,41,1003.1,1002.2,"1","September"
7,7.9,39,41,59,43,1003.3,1005.8,"1","September"
3.8,5.2,31,33,70,59,1016.4,1016.8,"0","September"
2.6,7,15,9,70,38,1025.6,1023.8,"1","September"
2.2,8.5,15,22,64,50,1024.5,1021.4,"0","September"
2.6,9.8,11,13,72,31,1025.5,1021.1,"0","September"
4.8,5.4,52,30,49,45,1016.1,1010.4,"1","September"
4.8,8.8,28,20,64,73,1014.3,1015.3,"0","September"
2.8,0.8,24,19,67,59,1020,1019.6,"0","September"
1.6,3.9,9,11,71,47,1026.5,1023.7,"0","September"
2.8,0.7,17,9,66,52,1020.7,1018,"1","September"
1.2,2.7,9,17,79,57,1020.4,1017.8,"0","September"
2.4,1.7,15,9,78,82,1016.2,1013.4,"1","September"
0,2.6,9,6,77,56,1017.7,1015,"0","September"
2,3.8,24,41,81,44,1014.7,1005.9,"0","September"
4.2,7.4,26,35,67,73,1013.8,1015.5,"0","September"
3.8,9.3,13,9,69,34,1019,1012.8,"0","September"
4.8,7.7,20,37,73,28,1007.6,1007.6,"1","September"
4,9.2,31,35,53,43,1016.8,1017.4,"0","September"
5.6,9.7,7,7,58,43,1023,1018.7,"0","September"
3.6,8.2,31,46,46,27,1017.4,1011.3,"0","September"
11,8.4,48,28,24,22,1006.9,1003.6,"0","September"
8.4,1.8,4,33,68,61,997.6,995.9,"1","September"
3.8,8,39,26,49,58,1008,1010.9,"1","September"
3.4,8.6,30,22,61,52,1021,1022.9,"0","September"
2.8,6.3,24,20,66,46,1030.7,1030.5,"0","October"
3,8.9,7,19,68,54,1032.9,1027.4,"0","October"
4,11.4,20,24,49,30,1025,1020.4,"0","October"
8,11.3,37,39,31,11,1013.4,1008.8,"0","October"
10.4,11.1,22,24,65,45,1017.8,1018.1,"0","October"
4.4,1.2,19,22,63,79,1016.7,1016.1,"0","October"
2,2.3,20,17,76,62,1020.4,1019.6,"1","October"
1,3.7,11,11,71,42,1017.2,1014.8,"0","October"
2,9.1,19,15,64,36,1015.1,1012.2,"1","October"
3.8,6.4,15,11,71,36,1012.6,1009.1,"1","October"
3,0.5,13,26,80,72,1010.2,1011.9,"0","October"
1,2.7,20,28,72,55,1020.2,1020.3,"0","October"
3,4.8,19,17,75,52,1022.7,1021.3,"0","October"
1.6,11.5,13,7,68,38,1025.2,1021.5,"1","October"
7.2,1.8,52,43,35,30,1018.2,1014.4,"0","October"
4.4,2.8,24,22,54,64,1011.5,1009.1,"1","October"
4,4.8,22,22,64,50,1020.8,1020.6,"0","October"
2.4,7.5,7,9,73,42,1021.2,1018.5,"0","October"
3.6,8.8,20,22,78,29,1012.5,1007.9,"0","October"
6.2,9,15,17,66,41,1015.3,1013.4,"0","October"
4.6,9.8,20,33,59,27,1017.5,1016,"1","October"
6,11.2,13,13,68,41,1023.8,1023.9,"0","October"
4.6,9.9,37,33,39,22,1024.6,1020.9,"0","October"
5.8,2.8,50,35,40,30,1017.6,1015,"0","October"
8.2,5.9,24,35,50,51,1005.9,1010.2,"1","October"
5.4,6,24,26,64,58,1013.8,1012.1,"0","October"
3.8,1,26,17,70,55,1021,1023,"0","October"
3.2,9.2,6,17,64,50,1025.5,1023.4,"1","October"
4,12.2,6,24,68,44,1021.3,1016.1,"0","October"
6,12.7,37,28,40,18,1013.6,1011.4,"0","October"
11.4,3,48,13,27,24,1010.4,1009,"1","October"
7.6,3.8,26,37,74,53,1007.9,1013.2,"0","November"
4.6,1.6,24,22,80,54,1018.9,1019.3,"0","November"
3,8.3,15,22,55,50,1018.9,1014.8,"0","November"
5.4,12.2,41,30,47,23,1015.4,1012.3,"0","November"
10.2,0.1,44,28,26,46,1010.2,1010,"0","November"
6.4,1.6,19,11,64,53,1009.6,1009.4,"1","November"
3.2,0.3,9,17,76,65,1011.5,1009.5,"1","November"
3.4,10.1,9,22,78,41,1011.8,1011.3,"0","November"
3,8.6,35,30,51,39,1018,1019.2,"0","November"
5.8,9,11,17,79,48,1026.6,1024.4,"0","November"
5.4,12.6,48,35,49,23,1024.8,1020,"1","November"
4.6,7.9,54,39,31,60,1015.2,1018.1,"0","November"
7.6,11.9,31,26,46,40,1024,1022,"0","November"
7,9.6,11,19,59,52,1019.7,1017.5,"0","November"
5.4,4,11,13,65,50,1016.1,1015.1,"0","November"
4.4,7.6,24,28,57,49,1016,1016.2,"0","November"
4.8,3.6,15,19,72,46,1016.8,1015.2,"0","November"
3.4,10.4,15,24,87,45,1014.6,1015.2,"0","November"
5.4,13.3,22,28,58,34,1021,1019.2,"0","November"
7.6,9.4,33,44,41,24,1020.4,1014.7,"0","November"
9,8.6,28,35,56,46,1013.1,1014.8,"0","November"
7.2,12.1,19,22,57,42,1020.2,1018.9,"0","November"
6.4,8.6,11,20,67,60,1020.2,1016.9,"0","November"
6.4,7.9,28,20,61,18,1012.7,1009.2,"0","November"
10,6.1,15,19,73,61,1016,1016.8,"0","November"
5,4.5,9,13,72,53,1016.7,1014.8,"1","November"
3.8,5.4,19,26,96,64,1015.7,1014.5,"1","November"
5.2,9.5,6,19,79,51,1015.3,1011.9,"0","November"
8,12.1,43,35,59,22,1009,1004.9,"0","November"
5.8,2.6,17,17,58,55,1008.9,1009.3,"0","November"
7,13,7,20,63,47,1013.7,1011.8,"0","January"
9.8,12.7,24,20,50,42,1017.5,1017.9,"0","January"
7,12.8,6,15,50,19,1016.2,1011.4,"0","January"
10.2,12.5,43,39,23,14,1008.8,1004.9,"0","January"
5.2,12,17,30,68,52,1014.7,1016.4,"0","January"
9.4,10.8,19,33,69,59,1023.3,1021.9,"0","January"
9.2,11.8,13,26,70,44,1018.4,1010.8,"0","January"
6.2,6.8,6,39,65,34,1003.4,998,"0","January"
5.2,9.7,28,15,68,44,1005.2,1006.1,"0","January"
7.6,12.6,9,20,51,43,1009.3,1006.8,"0","January"
9.8,12.1,50,35,19,8,1003.4,999.7,"0","January"
3.2,2.8,19,26,54,56,1011.3,1012.1,"0","January"
6.4,1.1,19,17,70,56,1013.5,1014.6,"0","January"
3.8,11.7,20,22,52,42,1020.3,1020.1,"0","January"
7.6,12.6,19,28,60,45,1017.8,1014.6,"0","January"
9.4,13.2,9,19,64,51,1016.2,1014.1,"0","January"
8,10.5,4,28,62,11,1007.9,1002.1,"0","January"
8,7.2,19,19,50,59,999.6,1005.6,"0","January"
8,9.8,22,26,57,41,1015.1,1015.7,"0","January"
7,13.4,19,17,57,52,1016.8,1013.8,"0","January"
8.2,9.6,7,26,72,59,1012.3,1007.9,"0","January"
8,9.4,17,28,61,35,1011.8,1012.1,"0","January"
9,13,28,31,57,41,1018.6,1016.5,"0","January"
9,12.9,31,26,63,17,1014,1009,"0","January"
8,3,39,30,27,63,1008.1,1012.4,"0","January"
8.4,2.9,30,28,60,51,1014.9,1013.7,"0","January"
5.4,9.3,26,28,80,54,1012.2,1011.2,"0","January"
6,11.4,11,26,67,54,1010.6,1009.2,"1","January"
9,5.7,22,30,59,44,1013.2,1012.5,"0","January"
6.4,13.1,11,11,56,28,1014.9,1012.2,"0","January"
7.2,6.4,11,20,58,65,1010.7,1006.2,"0","January"
4.2,12.2,15,33,60,31,1022.3,1021,"0","March"
8,12,22,22,59,33,1025.4,1021.9,"0","March"
7.4,12.2,9,15,66,27,1022.8,1019.6,"0","March"
7.6,12,33,13,51,28,1020.9,1017.4,"0","March"
10,11.9,50,20,48,24,1019.4,1016.1,"0","March"
10,11.4,31,19,51,28,1017.1,1013.9,"0","March"
10,6.1,30,15,49,28,1016.4,1014.4,"0","March"
8.6,5.7,11,20,82,49,1019.5,1015.7,"0","March"
9.8,7.2,46,22,40,25,1016.4,1013.4,"0","March"
10.4,4.7,13,26,65,25,1016.3,1014.6,"0","March"
5.8,9.7,11,19,73,23,1016.8,1014.4,"0","March"
11.2,11.6,43,31,46,24,1015.3,1011.7,"0","March"
5.4,9,24,30,41,41,1007.6,1009.6,"0","March"
7,6.7,24,26,61,41,1015,1014.8,"0","March"
5.6,6.5,7,19,58,42,1017.7,1016.9,"0","March"
5.4,1.8,13,28,70,72,1015.3,1013.5,"1","March"
3.8,1.9,26,33,65,40,1022.9,1023.9,"1","March"
2.4,4.7,7,26,93,55,1023.9,1023,"1","March"
2.6,11.4,9,11,69,45,1024.7,1022.5,"0","March"
4.8,9.9,26,31,65,33,1021.5,1015.6,"0","March"
9,2.8,46,65,53,62,1005.8,1000.6,"0","March"
5.4,3.3,13,15,67,49,1012.8,1011.7,"0","March"
3.8,8.4,28,33,61,41,1015.8,1013.9,"0","March"
7.6,8.5,31,24,55,37,1012.6,1011.8,"0","March"
5.6,9.7,11,7,68,45,1019.6,1017.8,"0","March"
6.6,11.1,28,28,61,20,1015.9,1011.8,"0","March"
11.6,7.7,48,41,40,21,1009.1,1005.7,"1","March"
11.6,4.4,11,33,73,45,1015.1,1015.7,"0","March"
5.4,3.1,15,15,67,52,1021.8,1019.9,"0","March"
2.2,1.9,24,24,69,44,1016.2,1012.2,"1","March"
3.8,3.8,19,13,75,59,1013.6,1015.1,"0","March"
2.6,2.4,13,20,77,46,1019.1,1017.1,"0","April"
2.8,1.7,15,20,87,76,1017.8,1018.2,"0","April"
2.4,2.2,7,28,53,61,1025,1025.2,"0","April"
3,10.8,6,13,70,44,1029.7,1027.5,"0","April"
3,8.4,15,13,79,55,1030.1,1026.6,"0","April"
3.4,9.2,20,15,81,31,1026,1021.8,"0","April"
6.6,4.3,35,15,50,32,1022.3,1019.7,"1","April"
4,5.7,11,17,79,55,1025.9,1024.1,"0","April"
2.6,9,9,15,79,54,1026.9,1023.2,"0","April"
4.2,9.6,15,11,78,42,1023.2,1020.6,"0","April"
3,1,11,15,74,79,1024.6,1024.3,"1","April"
0.8,7.5,7,13,75,49,1023.8,1019,"0","April"
7,0,33,19,43,37,1013.8,1010.1,"1","April"
4,4.1,7,20,66,53,1012.5,1008.7,"1","April"
1.2,0,11,26,87,73,1012.6,1013,"0","April"
0.2,9.6,11,20,58,43,1018.3,1015.8,"0","April"
4,1.8,11,24,70,60,1018.1,1016.3,"0","April"
2.8,1.4,11,31,93,52,1019.4,1020.2,"1","April"
2.4,10.7,28,35,50,39,1026.3,1024.6,"0","April"
4,9.4,24,20,68,44,1023.3,1019,"0","April"
3.4,8.5,28,35,65,34,1013.6,1008,"1","April"
5.4,1.6,37,20,87,78,1007,1006.9,"1","April"
1.6,7.8,22,26,70,54,1014.5,1014.7,"0","April"
3.8,5.3,17,26,53,61,1019.3,1017.9,"0","April"
2.8,6.3,15,20,74,44,1021.2,1018.4,"1","April"
4,6.7,13,30,63,37,1022,1020.5,"0","April"
5.4,7.1,37,44,65,36,1018.4,1012.1,"0","April"
9.2,2,9,24,74,54,1014.9,1015.7,"0","April"
3.4,6.1,11,9,60,49,1024.1,1024.3,"0","April"
3.4,5.6,11,6,75,39,1026.6,1023,"0","April"
2.6,3.1,15,30,66,79,1021.5,1021.6,"1","May"
2.4,10.2,6,6,76,44,1028.5,1025.8,"0","May"
6.8,5.4,67,48,47,34,1021.2,1015.8,"0","May"
4.8,4.3,22,31,54,48,1025,1025.6,"0","May"
3,0.2,9,24,52,55,1027.3,1025.4,"1","May"
2.2,9,7,15,74,37,1026.9,1023,"0","May"
3,4.7,11,30,84,42,1026.9,1024.2,"0","May"
4.6,9.3,30,31,62,35,1028,1024.9,"0","May"
7.2,9.8,33,20,57,40,1028.5,1026.7,"0","May"
4.6,9.4,19,22,76,33,1029.8,1026.6,"0","May"
5.2,8.2,31,28,52,26,1026.7,1022.4,"0","May"
7.2,3.5,44,35,44,39,1019.2,1015.4,"0","May"
5,4.5,20,33,56,71,1013,1010.7,"1","May"
3.8,5.2,30,22,68,67,1011.4,1009.4,"1","May"
2.8,3.6,33,37,72,59,1007.3,1002.9,"1","May"
2.6,2.1,31,31,72,81,1007.1,1008.8,"1","May"
3,3.5,24,19,85,59,1015.5,1015,"0","May"
1.2,0.8,13,17,78,65,1017.9,1016.4,"0","May"
1,8.1,13,15,76,52,1019.3,1016.5,"0","May"
3.4,0.7,33,20,70,79,1016,1013.5,"1","May"
0.6,7.2,11,7,82,53,1018,1015.5,"0","May"
1.4,1.1,9,9,74,54,1013.3,1011.4,"0","May"
1.4,8.8,9,26,80,56,1020.5,1020.5,"0","May"
1.4,6.7,13,9,87,55,1026,1023.9,"0","May"
1,8.3,9,24,78,48,1026.2,1023.8,"0","May"
2.8,0,19,17,68,61,1028.3,1026.7,"0","May"
1,1.3,0,19,85,65,1031.1,1028.9,"0","May"
1.2,7.1,7,30,88,53,1029.5,1025.9,"0","May"
2.6,2.7,26,28,71,37,1026,1023,"1","May"
2.8,0,28,24,69,88,1023,1021.7,"1","May"
2.6,3.7,39,31,82,69,1022.5,1019.1,"1","May"
8,0,13,11,96,85,1013.2,1010.7,"1","June"
1,3.6,24,22,92,69,1018,1019.9,"1","June"
0.4,0.5,20,13,73,58,1025.2,1024.1,"0","June"
0.8,0,0,0,78,63,1026.7,1024.8,"0","June"
0.8,0.2,17,28,75,63,1023.2,1019.1,"0","June"
1.8,3.2,26,31,70,51,1017.2,1014.1,"1","June"
3.6,3.1,28,24,76,51,1018.7,1023,"0","June"
1.8,7.9,17,20,79,43,1030.7,1027.7,"0","June"
1.6,6.6,20,15,75,54,1027,1023.4,"0","June"
2,6.5,26,31,77,47,1019.1,1016.4,"0","June"
3.2,0,39,20,71,74,1018.6,1016,"0","June"
0.4,0,9,15,82,88,1012.2,1008.2,"1","June"
1,0,20,20,88,91,1008.9,1009,"1","June"
2.4,0.2,17,24,79,63,1013.1,1014.4,"0","June"
1.2,2,9,17,64,68,1020.7,1020.9,"0","June"
0.6,5.9,11,17,78,82,1021.7,1018.9,"1","June"
1.4,0.1,13,17,86,82,1016.1,1014.3,"1","June"
1.8,5.1,11,20,79,57,1018.6,1019,"0","June"
1,8,9,17,85,56,1027.3,1026.1,"0","June"
1,8.6,15,15,87,43,1026.1,1022.1,"0","June"
1.4,9,20,15,82,44,1021.8,1019.6,"0","June"
0.8,9,17,13,74,59,1025.8,1025.2,"0","June"
1.8,9,13,9,86,50,1031.7,1028.9,"0","June"
0.8,1.3,11,9,97,72,1029.3,1026.7,"0","June"
0.2,7.2,11,9,94,55,1026.6,1023.1,"0","June"
1.4,8.5,17,13,86,48,1024.3,1021,"0","June"
1.6,4.6,19,13,75,44,1022.9,1020.6,"0","June"
1,7.5,13,9,86,53,1025.2,1023.2,"0","June"
1.4,3.2,9,11,90,81,1028,1026.9,"0","June"
1,6.1,15,17,88,56,1027.5,1024.2,"0","June"
2.2,0.9,24,17,63,52,1023.5,1021,"1","July"
2,8.2,22,26,68,39,1022.7,1020.5,"0","July"
3,9.1,24,35,73,53,1022.3,1018.2,"0","July"
4,4.3,48,43,64,44,1009.2,1003,"0","July"
4.2,7.3,33,30,53,41,1007.8,1009.5,"1","July"
3.4,4.6,31,20,72,41,1016.5,1016.4,"1","July"
1.2,4,30,28,81,60,1025.3,1024.1,"1","July"
1,7.6,17,9,83,61,1032.9,1032.6,"0","July"
2.6,8.2,17,11,87,62,1037.3,1033.1,"0","July"
1.8,9.5,15,22,80,40,1032.9,1030.2,"0","July"
2.2,3.3,17,30,77,50,1034,1030.3,"0","July"
1.2,6.1,20,17,81,51,1030,1026.8,"0","July"
2,0,19,15,77,74,1026.7,1023.6,"0","July"
1.4,0,35,41,74,70,1019.9,1016.4,"1","July"
1.2,5.7,20,9,79,55,1019.5,1018.6,"0","July"
1.4,4.9,17,24,89,63,1023,1020.9,"0","July"
1.8,3.8,22,26,80,55,1020.4,1016.6,"0","July"
1.6,5.5,28,37,63,47,1011.4,1005.6,"1","July"
4.4,7.4,39,35,65,59,1003.7,1002.4,"0","July"
3.2,0,15,17,81,91,1003.7,1002.8,"1","July"
1.4,8.4,37,35,76,62,1011.4,1011.2,"1","July"
1.4,4.9,11,19,77,44,1015,1015.2,"1","July"
2,0.9,20,26,85,65,1024,1025.9,"0","July"
0.6,0.8,7,19,61,60,1032.5,1030.6,"0","July"
2,3.3,31,31,75,60,1028.4,1025,"0","July"
2.2,6.3,33,22,83,59,1025.6,1024.6,"0","July"
2.2,4,22,37,67,56,1026.7,1023.9,"0","July"
4.4,1.6,37,37,43,40,1020.8,1015.7,"1","July"
2.8,9.6,26,24,76,48,1017.9,1015.1,"1","July"
2.2,7.6,17,13,80,44,1022,1022.1,"0","July"
2.4,8.8,9,6,81,47,1026,1023,"0","July"
2,8.2,20,24,73,44,1023.1,1019.1,"0","August"
3.8,5,50,30,52,58,1011.4,1008.9,"0","August"
2.2,2.3,33,44,65,62,1013.3,1006.9,"0","August"
1.2,5.7,17,22,72,71,1013.5,1012.6,"1","August"
2.2,2.7,28,35,67,59,1012.7,1008.4,"1","August"
3.6,6.1,26,26,66,36,1007.4,1007.9,"0","August"
2.2,2.5,24,24,67,53,1011.5,1007.7,"1","August"
2.2,7.1,20,11,80,46,1017.7,1016.6,"1","August"
4.4,0.4,57,56,80,67,1013,1009.8,"0","August"
2,9.5,15,22,65,38,1016.4,1015.6,"0","August"
2.6,8.1,31,31,72,54,1015.5,1011.1,"0","August"
2.6,9.2,30,48,63,39,1000.3,1004.2,"1","August"
4,10.1,22,30,55,42,1012,1009.2,"0","August"
4,2.6,35,33,58,80,1003.7,1005.3,"1","August"
3,7.8,20,26,64,51,1020.5,1018.6,"0","August"
4.4,8,46,50,55,26,1015.2,1004.8,"0","August"
4.8,6.3,19,31,62,40,1007.5,1006.4,"1","August"
4,6.9,44,39,62,47,1005.3,1002.1,"0","August"
4.8,8.3,17,41,49,46,1009.8,1009.9,"0","August"
3.4,6.7,31,30,64,61,1016,1014.6,"0","August"
2,7.2,19,26,61,47,1015.8,1011.7,"0","August"
2.8,3.8,28,19,60,42,1009,1006.4,"1","August"
3,0.2,31,35,74,71,1008.4,1010.3,"1","August"
2,1.7,15,17,81,60,1022.5,1022,"0","August"
1.6,3.2,15,17,56,45,1024,1021.9,"0","August"
2.8,6.9,19,22,67,52,1023.9,1021.9,"0","August"
3,8.1,33,31,72,50,1020.9,1016.7,"0","August"
3.8,7.4,11,28,73,39,1019.4,1015.5,"0","August"
4,3.4,26,52,45,32,1011.7,1005.1,"1","August"
6.6,3.8,28,26,60,49,1011.2,1011.4,"0","August"
3.2,9.9,24,35,72,37,1019.6,1018.3,"0","August"
6.4,10.2,44,50,45,41,1024.2,1021.3,"0","September"
6.6,10.3,9,15,72,58,1030.8,1029.3,"0","September"
2.4,9.1,7,13,77,51,1031.9,1028.5,"0","September"
4,4.9,54,33,48,41,1025.8,1022.4,"0","September"
8.2,0,31,9,53,90,1022.9,1024,"1","September"
0,0,7,9,76,52,1027.2,1024.9,"0","September"
2.2,5.8,22,26,63,83,1025.1,1024.8,"0","September"
1.8,8.3,7,9,70,45,1027.7,1024.4,"0","September"
